3262.0002	-0.297521	218.1633	320.1439
3447.0002	-0.295829	216.3281	316.0656
3428.0002	-0.293718	214.2661	311.6579
3315.0002	-0.288083	211.2723	308.0128
3389.0002	-0.284995	208.9322	303.5536
3389.0002	-0.270177	201.1199	292.9062
3408.0002	-0.266251	198.9915	289.6366
3389.0002	-0.261054	196.1208	284.9356
3371.0002	-0.255433	193.1368	280.0699
3371.0002	-0.251172	190.8896	276.2751
3467.0002	-0.247649	189.0393	273.0570
3408.0002	-0.242673	186.0341	266.7492
3279.0002	-0.236260	183.0500	261.8834
3315.0002	-0.225530	178.5407	255.1539
3352.0002	-0.210823	172.2786	244.2895
3371.0002	-0.202573	169.1245	239.1766
3333.0002	-0.192024	165.2282	232.6323
3262.0002	-0.183163	162.0377	226.9374
3389.0002	-0.172635	158.5692	221.1912
3297.0002	-0.156723	154.1998	216.4290
3371.0002	-0.146927	151.2361	211.0637
3333.0002	-0.125139	145.4487	202.3004
3297.0002	-0.104593	140.5222	195.4938
3244.0002	-0.077602	134.4770	186.1795
3262.0002	-0.062739	131.3070	179.9851
3262.0002	-0.044470	127.7561	174.2955
3244.0002	-0.032422	125.4409	167.7557
3227.0002	-0.011317	121.8333	161.9837
3227.0002	0.003259	119.4879	157.1641
3227.0002	0.026916	115.9316	151.1140
3244.0002	0.052093	112.4321	145.1463
3262.0002	0.068300	110.4162	140.0999
3262.0002	0.119767	104.4579	129.1478
3210.0002	0.222425	94.7424	111.6770
3210.0002	0.287819	89.9072	101.6515
3210.0002	0.351443	85.6034	93.8095
3227.0002	0.388321	83.2429	89.8499
3262.0002	0.441727	80.1916	84.1808
3193.0002	0.504691	76.5326	78.6870
3193.0002	0.590441	72.3165	71.1488
3297.0002	0.713974	65.8648	62.4784
3279.0002	0.796304	61.9533	56.7942
3210.0002	0.873259	58.6292	51.4341
3176.0002	0.949429	55.4184	46.2389
3210.0002	1.023733	52.1562	41.3218
3210.0002	1.086364	50.1199	36.7749
3193.0002	1.188299	46.0225	29.7620
3315.0002	1.266930	42.8064	24.2062
3227.0002	1.403764	36.7763	14.0318
3210.0002	1.464869	33.7923	9.1661
3210.0002	1.526893	31.0244	3.9088
3210.0002	1.583084	28.2875	-1.1270
3210.0002	1.636303	25.2724	-6.2142
3210.0002	1.694099	21.9120	-12.1562
2959.0001	1.739704	19.0360	-17.2177
3193.0002	1.795228	15.8607	-23.7726
3111.0001	1.835736	12.8146	-29.0813
3080.0001	1.902077	7.0680	-38.8437
3064.0001	1.937573	3.1513	-44.8885
3080.0001	1.967484	-0.0905	-50.3052
3095.0001	1.993459	-2.3792	-55.0425
3064.0001	2.019625	-5.4820	-60.4335
3064.0001	2.043931	-8.5847	-65.8245
3080.0001	2.064117	-11.4297	-70.6646
3064.0001	2.084768	-14.4190	-75.8909
3080.0001	2.105312	-18.0833	-81.7452
3210.0002	2.139227	-24.9274	-92.5733
3095.0001	2.154579	-28.2516	-97.9333
3049.0001	2.169234	-30.7360	-102.7787
3033.0001	2.183311	-33.9778	-108.1954
3003.0001	2.197037	-37.1372	-113.6688
3095.0001	2.209797	-39.9875	-118.8694
