3262.0002	-0.586410	225992.1633	339980.1439
3447.0002	-0.586412	225990.3281	339976.0656
3428.0002	-0.586414	225988.2661	339971.6579
3315.0002	-0.586412	225985.2723	339968.0128
3389.0002	-0.586414	225982.9322	339963.5536
3389.0002	-0.586412	225975.1199	339952.9062
3408.0002	-0.586412	225972.9915	339949.6366
3389.0002	-0.586413	225970.1208	339944.9356
3371.0002	-0.586413	225967.1368	339940.0699
3371.0002	-0.586414	225964.8896	339936.2751
3467.0002	-0.586414	225963.0393	339933.0570
3408.0002	-0.586417	225960.0341	339926.7492
3279.0002	-0.586417	225957.0500	339921.8834
3315.0002	-0.586417	225952.5407	339915.1539
3352.0002	-0.586419	225946.2786	339904.2895
3371.0002	-0.586420	225943.1245	339899.1766
3333.0002	-0.586421	225939.2282	339892.6323
3262.0002	-0.586422	225936.0377	339886.9374
3389.0002	-0.586423	225932.5692	339881.1912
3297.0002	-0.586420	225928.1998	339876.4290
3371.0002	-0.586421	225925.2361	339871.0637
3333.0002	-0.586421	225919.4487	339862.3004
3297.0002	-0.586421	225914.5222	339855.4938
3244.0002	-0.586421	225908.4770	339846.1795
3262.0002	-0.586423	225905.3070	339839.9851
3262.0002	-0.586423	225901.7561	339834.2955
3244.0002	-0.586427	225899.4409	339827.7557
3227.0002	-0.586428	225895.8333	339821.9837
3227.0002	-0.586430	225893.4879	339817.1641
3227.0002	-0.586431	225889.9316	339811.1140
3244.0002	-0.586432	225886.4321	339805.1463
3262.0002	-0.586434	225884.4162	339800.0999
3262.0002	-0.586437	225878.4579	339789.1478
3210.0002	-0.586441	225868.7424	339771.6770
3210.0002	-0.586445	225863.9072	339761.6515
3210.0002	-0.586446	225859.6034	339753.8095
3227.0002	-0.586447	225857.2429	339749.8499
3262.0002	-0.586448	225854.1916	339744.1808
3193.0002	-0.586448	225850.5326	339738.6870
3193.0002	-0.586450	225846.3165	339731.1488
3297.0002	-0.586449	225839.8648	339722.4784
3279.0002	-0.586448	225835.9533	339716.7942
3210.0002	-0.586449	225832.6292	339711.4341
3176.0002	-0.586449	225829.4184	339706.2389
3210.0002	-0.586449	225826.1562	339701.3218
3210.0002	-0.586451	225824.1199	339696.7749
3193.0002	-0.586452	225820.0225	339689.7620
3315.0002	-0.586453	225816.8064	339684.2062
3227.0002	-0.586455	225810.7763	339674.0318
3210.0002	-0.586455	225807.7923	339669.1661
3210.0002	-0.586457	225805.0244	339663.9088
3210.0002	-0.586458	225802.2875	339658.8730
3210.0002	-0.586459	225799.2724	339653.7858
3210.0002	-0.586460	225795.9120	339647.8438
2959.0001	-0.586461	225793.0360	339642.7823
3193.0002	-0.586463	225789.8607	339636.2274
3111.0001	-0.586464	225786.8146	339630.9187
3080.0001	-0.586466	225781.0680	339621.1563
3064.0001	-0.586466	225777.1513	339615.1115
3080.0001	-0.586467	225773.9095	339609.6948
3095.0001	-0.586469	225771.6208	339604.9575
3064.0001	-0.586470	225768.5180	339599.5665
3064.0001	-0.586471	225765.4153	339594.1755
3080.0001	-0.586471	225762.5703	339589.3354
3064.0001	-0.586472	225759.5810	339584.1091
3080.0001	-0.586473	225755.9167	339578.2548
3210.0002	-0.586474	225749.0726	339567.4267
3095.0001	-0.586474	225745.7484	339562.0667
3049.0001	-0.586476	225743.2640	339557.2213
3033.0001	-0.586476	225740.0222	339551.8046
3003.0001	-0.586477	225736.8628	339546.3312
