3262.0002	-0.301771	2252.1633	3380.1439
3447.0002	-0.301618	2250.3281	3376.0656
3428.0002	-0.301431	2248.2661	3371.6579
3315.0002	-0.300928	2245.2723	3368.0128
3389.0002	-0.300668	2242.9322	3363.5536
3389.0002	-0.299440	2235.1199	3352.9062
3408.0002	-0.299135	2232.9915	3349.6366
3389.0002	-0.298747	2230.1208	3344.9356
3371.0002	-0.298341	2227.1368	3340.0699
3371.0002	-0.298045	2224.8896	3336.2751
3467.0002	-0.297809	2223.0393	3333.0570
3408.0002	-0.297515	2220.0341	3326.7492
3279.0002	-0.297105	2217.0500	3321.8834
3315.0002	-0.296429	2212.5407	3315.1539
3352.0002	-0.295614	2206.2786	3304.2895
3371.0002	-0.295171	2203.1245	3299.1766
3333.0002	-0.294641	2199.2282	3292.6323
3262.0002	-0.294233	2196.0377	3286.9374
3389.0002	-0.293751	2192.5692	3281.1912
3297.0002	-0.292932	2188.1998	3276.4290
3371.0002	-0.292555	2185.2361	3271.0637
3333.0002	-0.291670	2179.4487	3262.3004
3297.0002	-0.290858	2174.5222	3255.4938
3244.0002	-0.289937	2168.4770	3246.1795
3262.0002	-0.289562	2165.3070	3239.9851
3262.0002	-0.289035	2161.7561	3234.2955
3244.0002	-0.288929	2159.4409	3227.7557
3227.0002	-0.288390	2155.8333	3221.9837
3227.0002	-0.288128	2153.4879	3217.1641
3227.0002	-0.287623	2149.9316	3211.1140
3244.0002	-0.287126	2146.4321	3205.1463
3262.0002	-0.286975	2144.4162	3200.0999
3262.0002	-0.286188	2138.4579	3189.1478
3210.0002	-0.284860	2128.7424	3171.6770
3210.0002	-0.284307	2123.9072	3161.6515
3210.0002	-0.283719	2119.6034	3153.8095
3227.0002	-0.283366	2117.2429	3149.8499
3262.0002	-0.282955	2114.1916	3144.1808
3193.0002	-0.282350	2110.5326	3138.6870
3193.0002	-0.281752	2106.3165	3131.1488
3297.0002	-0.280586	2099.8648	3122.4784
3279.0002	-0.279913	2095.9533	3116.7942
3210.0002	-0.279383	2092.6292	3111.4341
3176.0002	-0.278871	2089.4184	3106.2389
3210.0002	-0.278319	2086.1562	3101.3218
3210.0002	-0.278099	2084.1199	3096.7749
3193.0002	-0.277472	2080.0225	3089.7620
3315.0002	-0.276982	2076.8064	3084.2062
3227.0002	-0.276037	2070.7763	3074.0318
3210.0002	-0.275553	2067.7923	3069.1661
3210.0002	-0.275165	2065.0244	3063.9088
3210.0002	-0.274767	2062.2875	3058.8730
3210.0002	-0.274287	2059.2724	3053.7858
3210.0002	-0.273774	2055.9120	3047.8438
2959.0001	-0.273331	2053.0360	3042.7823
3193.0002	-0.272922	2049.8607	3036.2274
3111.0001	-0.272445	2046.8146	3030.9187
3080.0001	-0.271518	2041.0680	3021.1563
3064.0001	-0.270830	2037.1513	3015.1115
3080.0001	-0.270294	2033.9095	3009.6948
3095.0001	-0.269992	2031.6208	3004.9575
3064.0001	-0.269493	2028.5180	2999.5665
3064.0001	-0.268992	2025.4153	2994.1755
3080.0001	-0.268523	2022.5703	2989.3354
3064.0001	-0.268039	2019.5810	2984.1091
3080.0001	-0.267397	2015.9167	2978.2548
3210.0002	-0.266181	2009.0726	2967.4267
3095.0001	-0.265596	2005.7484	2962.0667
3049.0001	-0.265229	2003.2640	2957.2213
3033.0001	-0.264670	2000.0222	2951.8046
3003.0001	-0.264140	1996.8628	2946.3312
3095.0001	-0.263682	1994.0125	2941.1306
3193.0002	-0.263159	1990.9098	2935.7396
3127.0001	-0.262503	1987.5962	2931.1006
2989.0001	-0.261944	1984.4111	2925.7663
3049.0001	-0.260948	1978.4581	2915.1747
3127.0001	-0.260358	1975.4537	2910.8085
3080.0001	-0.259771	1972.2429	2905.6133
3144.0001	-0.259157	1969.2127	2901.3862
3064.0001	-0.258565	1966.0019	2896.1909
2903.0001	-0.257960	1962.7345	2890.9133
3049.0001	-0.257376	1959.9621	2887.2372
2974.0001	-0.256783	1956.9266	2882.6495
3003.0001	-0.256355	1954.2721	2877.5570
2931.0001	-0.255128	1947.8248	2867.3056
2989.0001	-0.254598	1944.9232	2862.3832
2889.0001	-0.253792	1941.0427	2856.9204
3111.0001	-0.253160	1937.8062	2851.8642
2931.0001	-0.252800	1935.2545	2846.2154
2945.0001	-0.252213	1932.0384	2840.6596
2989.0001	-0.251308	1927.3794	2833.1834
2822.0001	-0.250638	1923.9419	2827.6586
2917.0001	-0.250194	1921.6691	2824.0029
2917.0001	-0.249111	1916.2165	2815.3733
3064.0001	-0.248274	1912.2483	2809.6067
2770.0001	-0.247636	1908.9498	2804.1076
3144.0001	-0.247306	1906.8312	2799.6175
2758.0001	-0.246687	1903.6461	2794.2831
2917.0001	-0.246360	1901.2024	2788.4386
3003.0001	-0.245704	1897.9349	2783.1610
2745.0001	-0.245066	1894.6931	2777.7442
2822.0001	-0.244691	1892.1981	2772.1779
2783.0001	-0.243353	1884.8687	2758.5276
2745.0001	-0.242625	1880.9927	2751.4837
2889.0001	-0.242018	1877.8900	2746.0926
2733.0001	-0.241570	1875.3179	2740.9435
2848.0001	-0.240992	1872.2975	2735.4957
2770.0001	-0.240365	1869.1381	2730.0223
2745.0001	-0.239735	1866.5101	2726.7324
2733.0001	-0.238920	1862.4694	2719.8019
2745.0001	-0.238201	1859.5322	2716.2391
2733.0001	-0.237555	1856.4038	2710.9872
2809.0001	-0.236222	1850.7147	2703.2487
2862.0001	-0.235641	1847.8387	2698.1872
2733.0001	-0.234985	1844.7103	2692.9353
2796.0001	-0.234462	1842.2364	2688.8109
0.0000	-0.234001	1840.1647	2685.6238
2733.0001	-0.233055	1835.8768	2678.8633
2733.0001	-0.232588	1833.9237	2676.2014
2733.0001	-0.232396	1832.7174	2673.3899
2721.0001	-0.231772	1829.8467	2668.6889
2733.0001	-0.230631	1824.5279	2659.7245
2733.0001	-0.230000	1821.6572	2655.0236
2708.0001	-0.228684	1817.0203	2650.9311
2721.0001	-0.227931	1813.8458	2646.3177
2733.0001	-0.227527	1811.3454	2640.3908
2708.0001	-0.226789	1808.1966	2635.6385
2684.0001	-0.226069	1805.0735	2630.7470
2673.0001	-0.225744	1802.2012	2622.1628
2733.0001	-0.225039	1799.1038	2617.1323
2721.0001	-0.223719	1792.3563	2603.4457
2708.0001	-0.223131	1788.9383	2595.4797
2708.0001	-0.222350	1785.6452	2590.3411
2733.0001	-0.222168	1783.4841	2582.9668
2638.0001	-0.221472	1780.3814	2577.5758
2649.0001	-0.220752	1777.2530	2572.3238
2721.0001	-0.219867	1773.7693	2567.4377
2696.0001	-0.218636	1769.0439	2561.0997
2593.0001	-0.217869	1765.8331	2555.9045
2696.0001	-0.216527	1760.2051	2546.6673
2673.0001	-0.215636	1756.6595	2541.3382
2696.0001	-0.214874	1753.2371	2534.9533
2684.0001	-0.214112	1750.0519	2529.6190
2517.0001	-0.213452	1747.5010	2525.9119
2684.0001	-0.212626	1744.2078	2520.7733
2684.0001	-0.211490	1740.3486	2516.7526
2497.0001	-0.210599	1736.9474	2511.8097
2684.0001	-0.209705	1733.5461	2506.8669
2538.0001	-0.207895	1727.1926	2499.2215
2497.0001	-0.207125	1723.7649	2492.4760
2684.0001	-0.206221	1720.3326	2487.3118
2476.0001	-0.206058	1719.1414	2483.6401
2517.0001	-0.205178	1715.8225	2478.6406
2517.0001	-0.204716	1713.5852	2473.6252
2497.0001	-0.203986	1710.6835	2468.7028
2517.0001	-0.203164	1707.5604	2463.8113
2486.0001	-0.202343	1704.5560	2459.4452
2486.0001	-0.201114	1699.9280	2452.1904
2486.0001	-0.200003	1695.7535	2445.5947
2571.0001	-0.199253	1692.8518	2440.6722
2437.0001	-0.198374	1689.6463	2435.8375
2604.0001	-0.197575	1686.6933	2431.1932
2417.0001	-0.196689	1683.4878	2426.3584
2497.0001	-0.195782	1680.3753	2422.1880
2408.0001	-0.194835	1677.0307	2417.3276
2437.0001	-0.194432	1674.8342	2411.3130
2417.0001	-0.192510	1668.0264	2401.0669
2398.0001	-0.192182	1666.2629	2396.2109
2476.0001	-0.191236	1662.9441	2391.2114
2408.0001	-0.191151	1661.7006	2385.8762
2389.0001	-0.190291	1658.6032	2380.8457
2408.0001	-0.189868	1656.5873	2375.7993
2427.0001	-0.188963	1653.4075	2370.8255
2389.0001	-0.188021	1650.1143	2365.6869
2370.0001	-0.186440	1645.3277	2360.8477
2389.0001	-0.184067	1637.6031	2350.5041
2398.0001	-0.183010	1634.0885	2345.3965
2370.0001	-0.182406	1631.7741	2340.7983
2389.0001	-0.181448	1628.5686	2335.9635
2408.0001	-0.180243	1624.9618	2332.1332
2398.0001	-0.179147	1621.4215	2327.1647
2379.0001	-0.178479	1618.5137	2319.9401
2379.0001	-0.177520	1615.3649	2315.1877
2342.0001	-0.177305	1613.9000	2309.8836
2379.0001	-0.175784	1608.8442	2301.8307
2389.0001	-0.174728	1605.1383	2295.0339
2389.0001	-0.173721	1601.8142	2289.6739
2370.0001	-0.172761	1598.9027	2285.9721
2370.0001	-0.171662	1595.4448	2280.9469
2389.0001	-0.170961	1593.2030	2277.5126
2370.0001	-0.169926	1589.9718	2272.8169
2361.0001	-0.169680	1588.8425	2269.5882
2379.0001	-0.168621	1585.5546	2264.8101
2352.0001	-0.168413	1584.2341	2259.8922
2352.0001	-0.167404	1581.0853	2255.1398
2316.0001	-0.166337	1577.7354	2249.9188
2352.0001	-0.165335	1574.6743	2245.4703
2370.0001	-0.164364	1571.4529	2239.5540
2370.0001	-0.163195	1568.0313	2235.1107
