1600484090.4438	x	0.0000	y	0.0000	z	0.0000
1600484090.4522	x	0.0000	y	0.0000	z	0.0000
1600484090.4537	x	0.0000	y	0.0000	z	0.0000
1600484090.4588	x	-0.0000	y	-0.0002	z	-0.0000
1600484090.4639	x	-0.0000	y	-0.0003	z	-0.0000
1600484090.4689	x	-0.0000	y	-0.0003	z	-0.0000
1600484090.4740	x	-0.0000	y	-0.0004	z	-0.0000
1600484090.4789	x	-0.0000	y	-0.0005	z	-0.0000
1600484090.4838	x	-0.0000	y	-0.0006	z	-0.0000
1600484090.4890	x	-0.0000	y	-0.0007	z	-0.0000
1600484090.4938	x	-0.0000	y	-0.0008	z	-0.0001
1600484090.4989	x	0.0004	y	-0.0010	z	0.0000
1600484090.5042	x	0.0005	y	-0.0012	z	0.0000
1600484090.5091	x	0.0005	y	-0.0013	z	0.0000
1600484090.5139	x	0.0005	y	-0.0015	z	0.0000
1600484090.5189	x	0.0006	y	-0.0016	z	0.0000
1600484090.5238	x	0.0006	y	-0.0018	z	0.0000
1600484090.5290	x	0.0007	y	-0.0010	z	-0.0000
1600484090.5340	x	0.0007	y	-0.0011	z	-0.0000
1600484090.5393	x	0.0008	y	-0.0013	z	-0.0000
1600484090.5439	x	0.0009	y	-0.0015	z	-0.0000
1600484090.5490	x	0.0009	y	-0.0016	z	-0.0000
1600484090.5540	x	0.0010	y	-0.0018	z	-0.0000
1600484090.5590	x	0.0006	y	-0.0010	z	0.0001
1600484090.5640	x	0.0006	y	-0.0011	z	0.0001
1600484090.5691	x	0.0007	y	-0.0012	z	0.0001
1600484090.5740	x	0.0007	y	-0.0014	z	0.0001
1600484090.5790	x	0.0007	y	-0.0015	z	0.0002
1600484090.5840	x	0.0008	y	-0.0017	z	0.0002
1600484090.5890	x	0.0008	y	-0.0018	z	0.0002
1600484090.5940	x	0.0005	y	-0.0010	z	0.0001
1600484090.5991	x	0.0006	y	-0.0012	z	0.0001
1600484090.6044	x	0.0006	y	-0.0013	z	0.0001
1600484090.6091	x	0.0006	y	-0.0014	z	0.0001
1600484090.6140	x	0.0006	y	-0.0016	z	0.0002
1600484090.6192	x	0.0007	y	-0.0017	z	0.0002
1600484090.6241	x	0.0007	y	-0.0019	z	0.0002
1600484090.6293	x	0.0005	y	-0.0010	z	0.0000
1600484090.6339	x	0.0005	y	-0.0011	z	0.0000
1600484090.6392	x	0.0005	y	-0.0013	z	-0.0000
1600484090.6440	x	0.0005	y	-0.0014	z	-0.0000
1600484090.6487	x	0.0005	y	-0.0015	z	-0.0000
1600484090.6538	x	0.0006	y	-0.0017	z	-0.0000
1600484090.6588	x	0.0005	y	-0.0010	z	-0.0000
1600484090.6640	x	0.0005	y	-0.0011	z	-0.0000
1600484090.6692	x	0.0005	y	-0.0013	z	-0.0000
1600484090.6741	x	0.0005	y	-0.0014	z	-0.0000
1600484090.6793	x	0.0006	y	-0.0015	z	-0.0000
1600484090.6843	x	0.0006	y	-0.0017	z	-0.0000
1600484090.6893	x	0.0006	y	-0.0018	z	-0.0000
1600484090.6942	x	0.0005	y	-0.0011	z	-0.0000
1600484090.6993	x	0.0005	y	-0.0012	z	-0.0000
1600484090.7044	x	0.0005	y	-0.0013	z	-0.0000
1600484090.7094	x	0.0005	y	-0.0014	z	-0.0000
1600484090.7143	x	0.0005	y	-0.0015	z	-0.0000
1600484090.7193	x	0.0005	y	-0.0017	z	-0.0000
1600484090.7245	x	0.0005	y	-0.0018	z	-0.0000
1600484090.7293	x	0.0005	y	-0.0011	z	0.0000
1600484090.7343	x	0.0005	y	-0.0012	z	0.0001
1600484090.7395	x	0.0005	y	-0.0014	z	0.0001
1600484090.7441	x	0.0005	y	-0.0015	z	0.0001
1600484090.7494	x	0.0005	y	-0.0016	z	0.0001
1600484090.7542	x	0.0005	y	-0.0018	z	0.0001
1600484090.7594	x	0.0004	y	-0.0009	z	0.0001
1600484090.7644	x	0.0004	y	-0.0010	z	0.0001
1600484090.7695	x	0.0004	y	-0.0011	z	0.0001
1600484090.7745	x	0.0004	y	-0.0013	z	0.0001
1600484090.7794	x	0.0004	y	-0.0014	z	0.0001
1600484090.7844	x	0.0004	y	-0.0015	z	0.0001
1600484090.7895	x	0.0005	y	-0.0016	z	0.0002
1600484090.7944	x	0.0003	y	-0.0009	z	0.0000
1600484090.7994	x	0.0003	y	-0.0009	z	0.0000
1600484090.8045	x	0.0003	y	-0.0010	z	0.0000
1600484090.8095	x	0.0003	y	-0.0011	z	0.0000
1600484090.8144	x	0.0003	y	-0.0013	z	0.0000
1600484090.8194	x	0.0003	y	-0.0014	z	0.0000
1600484090.8244	x	0.0003	y	-0.0015	z	0.0000
1600484090.8295	x	0.0003	y	-0.0009	z	0.0001
1600484090.8345	x	0.0003	y	-0.0010	z	0.0001
