1600499198.1589	x	0.0000	y	0.0000	z	0.0000
1600499198.1601	x	0.0000	y	0.0000	z	0.0000
1600499198.1652	x	-0.0000	y	-0.0002	z	0.0000
1600499198.1702	x	-0.0000	y	-0.0003	z	0.0000
1600499198.1753	x	-0.0000	y	-0.0003	z	0.0000
1600499198.1805	x	-0.0000	y	-0.0004	z	0.0000
1600499198.1853	x	-0.0000	y	-0.0005	z	0.0000
1600499198.1902	x	-0.0000	y	-0.0006	z	0.0000
1600499198.1953	x	-0.0000	y	-0.0007	z	0.0000
1600499198.2005	x	-0.0000	y	-0.0008	z	0.0000
1600499198.2052	x	0.0001	y	-0.0003	z	-0.0001
1600499198.2102	x	0.0001	y	-0.0004	z	-0.0001
1600499198.2154	x	0.0001	y	-0.0005	z	-0.0001
1600499198.2202	x	0.0001	y	-0.0006	z	-0.0001
1600499198.2251	x	0.0001	y	-0.0007	z	-0.0001
1600499198.2303	x	0.0001	y	-0.0008	z	-0.0001
1600499198.2353	x	0.0001	y	-0.0009	z	-0.0001
1600499198.2403	x	0.0000	y	-0.0008	z	-0.0002
1600499198.2453	x	0.0000	y	-0.0009	z	-0.0002
1600499198.2504	x	0.0000	y	-0.0010	z	-0.0003
1600499198.2553	x	0.0000	y	-0.0011	z	-0.0003
1600499198.2604	x	0.0000	y	-0.0013	z	-0.0003
1600499198.2652	x	0.0000	y	-0.0014	z	-0.0003
1600499198.2704	x	0.0002	y	-0.0009	z	0.0002
1600499198.2754	x	0.0002	y	-0.0010	z	0.0002
1600499198.2805	x	0.0002	y	-0.0011	z	0.0002
1600499198.2855	x	0.0002	y	-0.0012	z	0.0003
1600499198.2904	x	0.0002	y	-0.0014	z	0.0003
1600499198.2954	x	0.0002	y	-0.0015	z	0.0003
1600499198.3004	x	0.0002	y	-0.0016	z	0.0004
1600499198.3054	x	-0.0000	y	-0.0004	z	0.0002
1600499198.3104	x	-0.0001	y	-0.0005	z	0.0002
1600499198.3156	x	-0.0001	y	-0.0005	z	0.0002
1600499198.3203	x	-0.0001	y	-0.0006	z	0.0002
1600499198.3254	x	-0.0001	y	-0.0007	z	0.0002
1600499198.3303	x	-0.0001	y	-0.0008	z	0.0003
1600499198.3352	x	-0.0002	y	-0.0004	z	-0.0001
1600499198.3404	x	-0.0002	y	-0.0004	z	-0.0001
1600499198.3455	x	-0.0002	y	-0.0005	z	-0.0001
1600499198.3505	x	-0.0002	y	-0.0006	z	-0.0001
1600499198.3555	x	-0.0002	y	-0.0007	z	-0.0001
1600499198.3606	x	-0.0003	y	-0.0008	z	-0.0001
1600499198.3653	x	-0.0003	y	-0.0009	z	-0.0001
1600499198.3704	x	0.0001	y	-0.0004	z	-0.0000
1600499198.3754	x	0.0001	y	-0.0004	z	-0.0000
1600499198.3806	x	0.0001	y	-0.0005	z	-0.0000
1600499198.3853	x	0.0002	y	-0.0006	z	-0.0000
1600499198.3904	x	0.0002	y	-0.0007	z	-0.0000
1600499198.3954	x	0.0002	y	-0.0008	z	0.0000
1600499198.4005	x	0.0003	y	-0.0009	z	0.0001
1600499198.4054	x	0.0003	y	-0.0010	z	0.0001
1600499198.4104	x	0.0003	y	-0.0011	z	0.0002
1600499198.4157	x	0.0003	y	-0.0012	z	0.0002
1600499198.4207	x	0.0004	y	-0.0013	z	0.0002
1600499198.4256	x	0.0004	y	-0.0015	z	0.0002
1600499198.4306	x	0.0004	y	-0.0016	z	0.0002
1600499198.4357	x	-0.0001	y	-0.0003	z	0.0000
1600499198.4407	x	-0.0001	y	-0.0003	z	0.0000
1600499198.4457	x	-0.0001	y	-0.0004	z	0.0001
1600499198.4508	x	-0.0001	y	-0.0004	z	0.0001
1600499198.4557	x	-0.0002	y	-0.0005	z	0.0001
1600499198.4606	x	-0.0002	y	-0.0006	z	0.0001
1600499198.4655	x	-0.0002	y	-0.0006	z	0.0001
1600499198.4707	x	0.0000	y	-0.0005	z	-0.0001
1600499198.4757	x	0.0000	y	-0.0006	z	-0.0001
1600499198.4808	x	0.0000	y	-0.0007	z	-0.0001
1600499198.4858	x	0.0000	y	-0.0008	z	-0.0001
